Name,EF,year,field
PSYCHO-ONCOLOGY,0.012,2009,psychology
J COMP PSYCHOL,0.005,2009,psychology
J EXP PSYCHOL ANIM B,0.004,2009,psychology
J INT NEUROPSYCH SOC,0.011,2009,psychology
DEPRESS ANXIETY,0.008,2009,psychology
J STUD ALCOHOL DRUGS,0.011,2009,psychology
INT J PSYCHOPHYSIOL,0.01,2009,psychology
COGN NEUROPSYCHOL,0.005,2009,psychology
Q J EXP PSYCHOL,0.007,2009,psychology
J SPORT EXERCISE PSY,0.003,2009,psychology
DEV PSYCHOBIOL,0.006,2009,psychology
INT J EAT DISORDER,0.01,2009,psychology
PERCEPT PSYCHOPHYS,0.011,2009,psychology
ARCH CLIN NEUROPSYCH,0.006,2009,psychology
HUM MOVEMENT SCI,0.005,2009,psychology
NEUROPSYCHOBIOLOGY,0.005,2009,psychology
J CLIN EXP NEUROPSYC,0.007,2009,psychology
PSYCHOSOMATICS,0.005,2009,psychology
CLIN NEUROPSYCHOL,0.003,2009,psychology
HUM PSYCHOPHARM CLIN,0.004,2009,psychology
FRONT HUM NEUROSCI,0.001,2009,psychology
PERCEPTION,0.008,2009,psychology
PSYCHOL SPORT EXERC,0.003,2009,psychology
INT PSYCHOGERIATR,0.004,2009,psychology
HUM FACTORS,0.004,2009,psychology
J MOTOR BEHAV,0.003,2009,psychology
J APPL SPORT PSYCHOL,0.001,2009,psychology
EXP AGING RES,0.001,2009,psychology
NEUROCASE,0.003,2009,psychology
NEUROPSYCHOL REHABIL,0.002,2009,psychology
RES Q EXERCISE SPORT,0.003,2009,psychology
ERGONOMICS,0.005,2009,psychology
SUBST USE MISUSE,0.005,2009,psychology
J GENET PSYCHOL,0.001,2009,psychology
SPATIAL VISION,0.001,2009,psychology
INT J SPORT PSYCHOL,0.001,2009,psychology
J NEUROPSYCHOL,0.001,2009,psychology
STRESS HEALTH,0.001,2009,psychology
SPORT PSYCHOL,0.001,2009,psychology
APPL NEUROPSYCHOL,0.001,2009,psychology
PSYCHOL PSYCHOTHER-T,0.001,2009,psychology
PSYCHOL NEUROPSYCHIA,0.001,2009,psychology
Z PSYCHOSOM MED PSYC,0.001,2009,psychology
TRAV HUMAIN,0.001,2009,psychology
AN PSICOL-SPAIN,0.001,2009,psychology
ANN MED-PSYCHOL,0.001,2009,psychology
REV ARGENT CLIN PSIC,0.001,2009,psychology
PSYCHOL GEZONDH,0.001,2009,psychology
PSYCHO-ONCOLOGIE,0.001,2009,psychology
ATTEN PERCEPT PSYCHO,0.001,2009,psychology
ANNU REV PSYCHOL,0.024,2010,psychology
PSYCHOL BULL,0.032,2010,psychology
PSYCHOL REV,0.021,2010,psychology
ANNU REV CLIN PSYCHO,0.008,2010,psychology
SOC COGN AFFECT NEUR,0.007,2010,psychology
COGNITIVE PSYCHOL,0.006,2010,psychology
PSYCHOL MED,0.033,2010,psychology
J MEM LANG,0.012,2010,psychology
HEALTH PSYCHOL,0.016,2010,psychology
PSYCHOSOM MED,0.022,2010,psychology
J EXP PSYCHOL LEARN,0.016,2010,psychology
SOC NEUROSCI-UK,0.004,2010,psychology
BIOL PSYCHOL,0.014,2010,psychology
J EXP PSYCHOL HUMAN,0.015,2010,psychology
DEV NEUROPSYCHOL,0.005,2010,psychology
PSYCHOTHER PSYCHOSOM,0.006,2010,psychology
NEUROBIOL LEARN MEM,0.013,2010,psychology
NEUROPSYCHOLOGY,0.01,2010,psychology
PSYCHOPHYSIOLOGY,0.012,2010,psychology
J INT NEUROPSYCH SOC,0.011,2010,psychology
J GERONTOL B-PSYCHOL,0.01,2010,psychology
PSYCHO-ONCOLOGY,0.012,2010,psychology
J COMP PSYCHOL,0.004,2010,psychology
DEPRESS ANXIETY,0.009,2010,psychology
J SPORT EXERCISE PSY,0.003,2010,psychology
Q J EXP PSYCHOL,0.01,2010,psychology
COGN NEUROPSYCHOL,0.004,2010,psychology
INT J EAT DISORDER,0.011,2010,psychology
PERCEPT PSYCHOPHYS,0.009,2010,psychology
J STUD ALCOHOL DRUGS,0.01,2010,psychology
FRONT HUM NEUROSCI,0.001,2010,psychology
ARCH CLIN NEUROPSYCH,0.006,2010,psychology
INT J PSYCHOPHYSIOL,0.01,2010,psychology
J NEUROPSYCHOL,0.001,2010,psychology
DEV PSYCHOBIOL,0.005,2010,psychology
HUM MOVEMENT SCI,0.004,2010,psychology
J CLIN EXP NEUROPSYC,0.007,2010,psychology
J EXP PSYCHOL ANIM B,0.003,2010,psychology
NEUROPSYCHOBIOLOGY,0.004,2010,psychology
PSYCHOL SPORT EXERC,0.003,2010,psychology
INT PSYCHOGERIATR,0.005,2010,psychology
J MOTOR BEHAV,0.003,2010,psychology
PSYCHOSOMATICS,0.005,2010,psychology
NEUROPSYCHOL REHABIL,0.002,2010,psychology
HUM FACTORS,0.004,2010,psychology
HUM PSYCHOPHARM CLIN,0.004,2010,psychology
CLIN NEUROPSYCHOL,0.003,2010,psychology
EXP AGING RES,0.001,2010,psychology
PERCEPTION,0.007,2010,psychology
NEUROCASE,0.002,2010,psychology
ATTEN PERCEPT PSYCHO,0.002,2010,psychology
ERGONOMICS,0.005,2010,psychology
RES Q EXERCISE SPORT,0.003,2010,psychology
SPATIAL VISION,0.001,2010,psychology
SUBST USE MISUSE,0.005,2010,psychology
J APPL SPORT PSYCHOL,0.001,2010,psychology
J GENET PSYCHOL,0.001,2010,psychology
PSYCHOL PSYCHOTHER-T,0.001,2010,psychology
SPORT PSYCHOL,0.001,2010,psychology
APPL NEUROPSYCHOL,0.001,2010,psychology
INT J SPORT PSYCHOL,0.001,2010,psychology
STRESS HEALTH,0.001,2010,psychology
Z PSYCHOSOM MED PSYC,0.001,2010,psychology
AN PSICOL-SPAIN,0.001,2010,psychology
TRAV HUMAIN,0.001,2010,psychology
PSYCHOL NEUROPSYCHIA,0.001,2010,psychology
PSYCHO-ONCOLOGIE,0.001,2010,psychology
ANN MED-PSYCHOL,0.001,2010,psychology
PSYCHOL GEZONDH,0.001,2010,psychology
REV ARGENT CLIN PSIC,0.001,2010,psychology
ANNU REV PSYCHOL,0.026,2011,psychology
PSYCHOL BULL,0.03,2011,psychology
PSYCHOL REV,0.022,2011,psychology
ANNU REV CLIN PSYCHO,0.008,2011,psychology
COGNITIVE PSYCHOL,0.006,2011,psychology
SOC COGN AFFECT NEUR,0.01,2011,psychology
J MEM LANG,0.014,2011,psychology
PSYCHOL MED,0.034,2011,psychology
HEALTH PSYCHOL,0.016,2011,psychology
J EXP PSYCHOL LEARN,0.017,2011,psychology
PSYCHOSOM MED,0.02,2011,psychology
SOC NEUROSCI-UK,0.005,2011,psychology
J EXP PSYCHOL HUMAN,0.016,2011,psychology
PSYCHOTHER PSYCHOSOM,0.006,2011,psychology
NEUROPSYCHOLOGY,0.01,2011,psychology
BIOL PSYCHOL,0.015,2011,psychology
PSYCHOPHYSIOLOGY,0.014,2011,psychology
DEPRESS ANXIETY,0.012,2011,psychology
NEUROBIOL LEARN MEM,0.014,2011,psychology
J GERONTOL B-PSYCHOL,0.01,2011,psychology
PSYCHO-ONCOLOGY,0.014,2011,psychology
FRONT HUM NEUROSCI,0.004,2011,psychology
J INT NEUROPSYCH SOC,0.011,2011,psychology
DEV NEUROPSYCHOL,0.004,2011,psychology
Q J EXP PSYCHOL,0.014,2011,psychology
INT J EAT DISORDER,0.01,2011,psychology
J STUD ALCOHOL DRUGS,0.01,2011,psychology
J SPORT EXERCISE PSY,0.003,2011,psychology
DEV PSYCHOBIOL,0.006,2011,psychology
INT J PSYCHOPHYSIOL,0.011,2011,psychology
J COMP PSYCHOL,0.004,2011,psychology
COGN NEUROPSYCHOL,0.003,2011,psychology
ATTEN PERCEPT PSYCHO,0.005,2011,psychology
J CLIN EXP NEUROPSYC,0.007,2011,psychology
J EXP PSYCHOL ANIM B,0.003,2011,psychology
HUM MOVEMENT SCI,0.004,2011,psychology
HUM FACTORS,0.005,2011,psychology
J NEUROPSYCHOL,0.001,2011,psychology
ARCH CLIN NEUROPSYCH,0.004,2011,psychology
INT PSYCHOGERIATR,0.006,2011,psychology
PSYCHOL SPORT EXERC,0.004,2011,psychology
NEUROPSYCHOBIOLOGY,0.004,2011,psychology
HUM PSYCHOPHARM CLIN,0.004,2011,psychology
PSYCHOSOMATICS,0.005,2011,psychology
NEUROPSYCHOL REHABIL,0.002,2011,psychology
J MOTOR BEHAV,0.003,2011,psychology
EXP AGING RES,0.001,2011,psychology
PERCEPTION,0.008,2011,psychology
CLIN NEUROPSYCHOL,0.003,2011,psychology
SPATIAL VISION,0.001,2011,psychology
RES Q EXERCISE SPORT,0.003,2011,psychology
ERGONOMICS,0.006,2011,psychology
J APPL SPORT PSYCHOL,0.001,2011,psychology
PSYCHOL PSYCHOTHER-T,0.001,2011,psychology
J GENET PSYCHOL,0.001,2011,psychology
SUBST USE MISUSE,0.005,2011,psychology
NEUROCASE,0.002,2011,psychology
SPORT PSYCHOL,0.001,2011,psychology
APPL NEUROPSYCHOL,0.001,2011,psychology
INT J SPORT PSYCHOL,0.001,2011,psychology
STRESS HEALTH,0.001,2011,psychology
Z PSYCHOSOM MED PSYC,0.001,2011,psychology
PSYCHOL NEUROPSYCHIA,0.001,2011,psychology
TRAV HUMAIN,0.001,2011,psychology
AN PSICOL-SPAIN,0.001,2011,psychology
REV ARGENT CLIN PSIC,0.001,2011,psychology
ANN MED-PSYCHOL,0.001,2011,psychology
PSYCHO-ONCOLOGIE,0.001,2011,psychology
PSYCHOL GEZONDH,0.001,2011,psychology
ANNU REV PSYCHOL,0.028,2012,psychology
PSYCHOL BULL,0.032,2012,psychology
PSYCHOL REV,0.021,2012,psychology
ANNU REV CLIN PSYCHO,0.01,2012,psychology
COGNITIVE PSYCHOL,0.006,2012,psychology
SOC COGN AFFECT NEUR,0.011,2012,psychology
J MEM LANG,0.013,2012,psychology
PSYCHOL MED,0.036,2012,psychology
HEALTH PSYCHOL,0.017,2012,psychology
J EXP PSYCHOL LEARN,0.018,2012,psychology
PSYCHOSOM MED,0.018,2012,psychology
PSYCHOTHER PSYCHOSOM,0.005,2012,psychology
J GERONTOL B-PSYCHOL,0.013,2012,psychology
NEUROPSYCHOLOGY,0.01,2012,psychology
BIOL PSYCHOL,0.016,2012,psychology
DEPRESS ANXIETY,0.014,2012,psychology
PSYCHO-ONCOLOGY,0.018,2012,psychology
J EXP PSYCHOL HUMAN,0.015,2012,psychology
PSYCHOPHYSIOLOGY,0.016,2012,psychology
SOC NEUROSCI-UK,0.005,2012,psychology
FRONT HUM NEUROSCI,0.008,2012,psychology
NEUROBIOL LEARN MEM,0.015,2012,psychology
DEV NEUROPSYCHOL,0.005,2012,psychology
J SPORT EXERCISE PSY,0.004,2012,psychology
J INT NEUROPSYCH SOC,0.011,2012,psychology
Q J EXP PSYCHOL,0.013,2012,psychology
J NEUROPSYCHOL,0.002,2012,psychology
INT J EAT DISORDER,0.009,2012,psychology
COGN NEUROPSYCHOL,0.003,2012,psychology
ATTEN PERCEPT PSYCHO,0.009,2012,psychology
J EXP PSYCHOL ANIM B,0.004,2012,psychology
INT J PSYCHOPHYSIOL,0.01,2012,psychology
J STUD ALCOHOL DRUGS,0.009,2012,psychology
ARCH CLIN NEUROPSYCH,0.005,2012,psychology
DEV PSYCHOBIOL,0.005,2012,psychology
HUM MOVEMENT SCI,0.005,2012,psychology
J COMP PSYCHOL,0.003,2012,psychology
NEUROPSYCHOBIOLOGY,0.004,2012,psychology
INT PSYCHOGERIATR,0.008,2012,psychology
HUM FACTORS,0.004,2012,psychology
J CLIN EXP NEUROPSYC,0.006,2012,psychology
HUM PSYCHOPHARM CLIN,0.004,2012,psychology
PSYCHOL SPORT EXERC,0.004,2012,psychology
PSYCHOSOMATICS,0.005,2012,psychology
CLIN NEUROPSYCHOL,0.004,2012,psychology
PERCEPTION,0.008,2012,psychology
PSYCHOL PSYCHOTHER-T,0.002,2012,psychology
NEUROPSYCHOL REHABIL,0.002,2012,psychology
J MOTOR BEHAV,0.003,2012,psychology
RES Q EXERCISE SPORT,0.003,2012,psychology
J APPL SPORT PSYCHOL,0.001,2012,psychology
ERGONOMICS,0.005,2012,psychology
EXP AGING RES,0.001,2012,psychology
J GENET PSYCHOL,0.001,2012,psychology
NEUROCASE,0.002,2012,psychology
SUBST USE MISUSE,0.005,2012,psychology
SPORT PSYCHOL,0.001,2012,psychology
APPL NEUROPSYCHOL,0.001,2012,psychology
STRESS HEALTH,0.002,2012,psychology
INT J SPORT PSYCHOL,0.001,2012,psychology
Z PSYCHOSOM MED PSYC,0.001,2012,psychology
PSYCHOL NEUROPSYCHIA,0.001,2012,psychology
TRAV HUMAIN,0.001,2012,psychology
AN PSICOL-SPAIN,0.001,2012,psychology
ANN MED-PSYCHOL,0.001,2012,psychology
REV ARGENT CLIN PSIC,0.001,2012,psychology
PSYCHO-ONCOLOGIE,0.001,2012,psychology
PSYCHOL GEZONDH,0.001,2012,psychology
ANNU REV PSYCHOL,0.024,2013,psychology
PSYCHOL BULL,0.032,2013,psychology
ANNU REV CLIN PSYCHO,0.009,2013,psychology
PSYCHOL REV,0.018,2013,psychology
COGNITIVE PSYCHOL,0.006,2013,psychology
J MEM LANG,0.014,2013,psychology
SOC COGN AFFECT NEUR,0.012,2013,psychology
PSYCHOL MED,0.035,2013,psychology
PSYCHOTHER PSYCHOSOM,0.006,2013,psychology
HEALTH PSYCHOL,0.015,2013,psychology
PSYCHOSOM MED,0.017,2013,psychology
J EXP PSYCHOL LEARN,0.017,2013,psychology
J EXP PSYCHOL HUMAN,0.017,2013,psychology
DEPRESS ANXIETY,0.016,2013,psychology
NEUROPSYCHOLOGY,0.009,2013,psychology
NEUROBIOL LEARN MEM,0.015,2013,psychology
DEV NEUROPSYCHOL,0.005,2013,psychology
PSYCHO-ONCOLOGY,0.017,2013,psychology
BIOL PSYCHOL,0.015,2013,psychology
J GERONTOL B-PSYCHOL,0.009,2013,psychology
PSYCHOPHYSIOLOGY,0.015,2013,psychology
FRONT HUM NEUROSCI,0.014,2013,psychology
J INT NEUROPSYCH SOC,0.011,2013,psychology
SOC NEUROSCI-UK,0.004,2013,psychology
DEV PSYCHOBIOL,0.007,2013,psychology
Q J EXP PSYCHOL,0.014,2013,psychology
ATTEN PERCEPT PSYCHO,0.012,2013,psychology
J NEUROPSYCHOL,0.002,2013,psychology
J SPORT EXERCISE PSY,0.003,2013,psychology
COGN NEUROPSYCHOL,0.003,2013,psychology
J COMP PSYCHOL,0.004,2013,psychology
INT J EAT DISORDER,0.009,2013,psychology
INT J PSYCHOPHYSIOL,0.01,2013,psychology
J STUD ALCOHOL DRUGS,0.008,2013,psychology
J EXP PSYCHOL ANIM B,0.003,2013,psychology
NEUROPSYCHOBIOLOGY,0.004,2013,psychology
J CLIN EXP NEUROPSYC,0.006,2013,psychology
HUM MOVEMENT SCI,0.005,2013,psychology
NEUROPSYCHOL REHABIL,0.003,2013,psychology
HUM FACTORS,0.004,2013,psychology
ARCH CLIN NEUROPSYCH,0.004,2013,psychology
PSYCHOL SPORT EXERC,0.004,2013,psychology
INT PSYCHOGERIATR,0.008,2013,psychology
HUM PSYCHOPHARM CLIN,0.004,2013,psychology
PSYCHOSOMATICS,0.004,2013,psychology
J MOTOR BEHAV,0.003,2013,psychology
RES Q EXERCISE SPORT,0.003,2013,psychology
PERCEPTION,0.007,2013,psychology
CLIN NEUROPSYCHOL,0.003,2013,psychology
PSYCHOL PSYCHOTHER-T,0.001,2013,psychology
EXP AGING RES,0.001,2013,psychology
J APPL SPORT PSYCHOL,0.001,2013,psychology
ERGONOMICS,0.005,2013,psychology
SUBST USE MISUSE,0.006,2013,psychology
APPL NEUROPSYCHOL,0.001,2013,psychology
NEUROCASE,0.002,2013,psychology
STRESS HEALTH,0.002,2013,psychology
J GENET PSYCHOL,0.001,2013,psychology
INT J SPORT PSYCHOL,0.001,2013,psychology
SPORT PSYCHOL,0.001,2013,psychology
AN PSICOL-SPAIN,0.001,2013,psychology
TRAV HUMAIN,0.001,2013,psychology
ANN MED-PSYCHOL,0.001,2013,psychology
PSYCHOL GEZONDH,0.001,2013,psychology
PSYCHO-ONCOLOGIE,0.001,2013,psychology
REV ARGENT CLIN PSIC,0.001,2013,psychology
ANNU REV PSYCHOL,0.023,2014,psychology
PSYCHOL BULL,0.032,2014,psychology
PSYCHOL REV,0.017,2014,psychology
ANNU REV CLIN PSYCHO,0.01,2014,psychology
COGNITIVE PSYCHOL,0.005,2014,psychology
SOC COGN AFFECT NEUR,0.016,2014,psychology
PSYCHOL MED,0.037,2014,psychology
PSYCHOTHER PSYCHOSOM,0.006,2014,psychology
DEPRESS ANXIETY,0.018,2014,psychology
J MEM LANG,0.009,2014,psychology
HEALTH PSYCHOL,0.014,2014,psychology
PSYCHOSOM MED,0.016,2014,psychology
NEUROPSYCHOLOGY,0.01,2014,psychology
J GERONTOL B-PSYCHOL,0.011,2014,psychology
J EXP PSYCHOL LEARN,0.016,2014,psychology
SOC NEUROSCI-UK,0.005,2014,psychology
J EXP PSYCHOL HUMAN,0.015,2014,psychology
FRONT HUM NEUROSCI,0.031,2014,psychology
BIOL PSYCHOL,0.015,2014,psychology
DEV NEUROPSYCHOL,0.005,2014,psychology
NEUROBIOL LEARN MEM,0.012,2014,psychology
PSYCHOPHYSIOLOGY,0.014,2014,psychology
J INT NEUROPSYCH SOC,0.011,2014,psychology
DEV PSYCHOBIOL,0.006,2014,psychology
PSYCHO-ONCOLOGY,0.016,2014,psychology
J STUD ALCOHOL DRUGS,0.009,2014,psychology
Q J EXP PSYCHOL,0.012,2014,psychology
J SPORT EXERCISE PSY,0.003,2014,psychology
ATTEN PERCEPT PSYCHO,0.013,2014,psychology
INT J PSYCHOPHYSIOL,0.011,2014,psychology
COGN NEUROPSYCHOL,0.002,2014,psychology
J COMP PSYCHOL,0.003,2014,psychology
INT J EAT DISORDER,0.008,2014,psychology
J CLIN EXP NEUROPSYC,0.006,2014,psychology
PSYCHOL PSYCHOTHER-T,0.002,2014,psychology
PSYCHOSOMATICS,0.005,2014,psychology
J NEUROPSYCHOL,0.001,2014,psychology
ARCH CLIN NEUROPSYCH,0.004,2014,psychology
NEUROPSYCHOBIOLOGY,0.003,2014,psychology
HUM FACTORS,0.004,2014,psychology
NEUROPSYCHOL REHABIL,0.002,2014,psychology
PSYCHOL SPORT EXERC,0.005,2014,psychology
HUM MOVEMENT SCI,0.005,2014,psychology
INT PSYCHOGERIATR,0.009,2014,psychology
CLIN NEUROPSYCHOL,0.004,2014,psychology
HUM PSYCHOPHARM CLIN,0.004,2014,psychology
J MOTOR BEHAV,0.002,2014,psychology
ERGONOMICS,0.006,2014,psychology
J APPL SPORT PSYCHOL,0.001,2014,psychology
STRESS HEALTH,0.002,2014,psychology
RES Q EXERCISE SPORT,0.003,2014,psychology
PERCEPTION,0.005,2014,psychology
EXP AGING RES,0.001,2014,psychology
SUBST USE MISUSE,0.005,2014,psychology
NEUROCASE,0.002,2014,psychology
J GENET PSYCHOL,0.001,2014,psychology
SPORT PSYCHOL,0.001,2014,psychology
INT J SPORT PSYCHOL,0.001,2014,psychology
APPL NEUROPSYCH-CHIL,0.001,2014,psychology
TRAV HUMAIN,0.001,2014,psychology
AN PSICOL-SPAIN,0.001,2014,psychology
REV ARGENT CLIN PSIC,0.001,2014,psychology
ANN MED-PSYCHOL,0.001,2014,psychology
PSYCHO-ONCOLOGIE,0.001,2014,psychology
ANNU REV PSYCHOL,0.02,2015,psychology
PSYCHOL BULL,0.032,2015,psychology
ANNU REV CLIN PSYCHO,0.011,2015,psychology
PSYCHOL REV,0.016,2015,psychology
COGNITIVE PSYCHOL,0.005,2015,psychology
J CHILD PSYCHOL PSYC,0.025,2015,psychology
PSYCHOTHER PSYCHOSOM,0.005,2015,psychology
PSYCHOL MED,0.037,2015,psychology
SOC COGN AFFECT NEUR,0.018,2015,psychology
J MEM LANG,0.01,2015,psychology
DEPRESS ANXIETY,0.018,2015,psychology
HEALTH PSYCHOL,0.016,2015,psychology
PSYCHOSOM MED,0.013,2015,psychology
J EXP PSYCHOL LEARN,0.015,2015,psychology
FRONT HUM NEUROSCI,0.05,2015,psychology
J GERONTOL B-PSYCHOL,0.01,2015,psychology
BIOL PSYCHOL,0.016,2015,psychology
NEUROPSYCHOLOGY,0.008,2015,psychology
PSYCHO-ONCOLOGY,0.019,2015,psychology
SOC NEUROSCI-UK,0.005,2015,psychology
PSYCHOPHYSIOLOGY,0.014,2015,psychology
NEUROBIOL LEARN MEM,0.012,2015,psychology
DEV NEUROPSYCHOL,0.004,2015,psychology
J EXP PSYCHOL HUMAN,0.013,2015,psychology
J INT NEUROPSYCH SOC,0.01,2015,psychology
INT J EAT DISORDER,0.01,2015,psychology
EAT DISORD,0.001,2015,psychology
DEV PSYCHOBIOL,0.007,2015,psychology
J STUD ALCOHOL DRUGS,0.008,2015,psychology
J SPORT EXERCISE PSY,0.003,2015,psychology
J NEUROPSYCHOL,0.001,2015,psychology
COGN NEUROPSYCHOL,0.002,2015,psychology
Q J EXP PSYCHOL,0.011,2015,psychology
INT J PSYCHOPHYSIOL,0.01,2015,psychology
ATTEN PERCEPT PSYCHO,0.012,2015,psychology
CLIN EEG NEUROSCI,0.002,2015,psychology
NEUROPSYCHOL REHABIL,0.003,2015,psychology
J CLIN EXP NEUROPSYC,0.006,2015,psychology
PSYCHOL SPORT EXERC,0.005,2015,psychology
CLIN CHILD PSYCHOL P,0.001,2015,psychology
J COMP PSYCHOL,0.003,2015,psychology
PSYCHOL PSYCHOTHER-T,0.002,2015,psychology
INT PSYCHOGERIATR,0.01,2015,psychology
ARCH CLIN NEUROPSYCH,0.004,2015,psychology
NEUROPSYCHOBIOLOGY,0.003,2015,psychology
PSYCHOSOMATICS,0.004,2015,psychology
HUM MOVEMENT SCI,0.005,2015,psychology
STRESS HEALTH,0.002,2015,psychology
HUM FACTORS,0.003,2015,psychology
CLIN NEUROPSYCHOL,0.003,2015,psychology
RES Q EXERCISE SPORT,0.003,2015,psychology
J EXP PSYCHOL-ANIM L,0.002,2015,psychology
HUM PSYCHOPHARM CLIN,0.003,2015,psychology
J APPL SPORT PSYCHOL,0.001,2015,psychology
J MOTOR BEHAV,0.002,2015,psychology
ERGONOMICS,0.005,2015,psychology
SUBST USE MISUSE,0.006,2015,psychology
PERCEPTION,0.004,2015,psychology
SPORT PSYCHOL,0.001,2015,psychology
EXP AGING RES,0.001,2015,psychology
APPL NEUROPSYCH-CHIL,0.001,2015,psychology
MULTISENS RES,0.001,2015,psychology
CLIN PSYCHOL-UK,0.001,2015,psychology
NEUROCASE,0.002,2015,psychology
J GENET PSYCHOL,0.001,2015,psychology
APPL NEUROPSYCH-ADUL,0.001,2015,psychology
INT J SPORT PSYCHOL,0.001,2015,psychology
Z PSYCHOSOM MED PSYC,0.001,2015,psychology
AN PSICOL-SPAIN,0.001,2015,psychology
TRAV HUMAIN,0.001,2015,psychology
PRAT PSYCHOL,0.001,2015,psychology
GERIATR PSYCHOL NEUR,0.001,2015,psychology
Z NEUROPSYCHOL,0.001,2015,psychology
ANN MED-PSYCHOL,0.001,2015,psychology
REV ARGENT CLIN PSIC,0.001,2015,psychology
PSYCHO-ONCOLOGIE,0.001,2015,psychology
YEARB PHYS ANTHROPOL,0.002,1997,anthropology
AFRICA,0.007,1997,anthropology
ANNU REV ANTHROPOL,0.005,1997,anthropology
SOC NETWORKS,0.003,1997,anthropology
J HUM EVOL,0.011,1997,anthropology
AM J PHYS ANTHROPOL,0.019,1997,anthropology
AM ANTHROPOL,0.006,1997,anthropology
PUBLIC CULTURE,0.003,1997,anthropology
AM ETHNOL,0.005,1997,anthropology
CURR ANTHROPOL,0.006,1997,anthropology
CULT ANTHROPOL,0.003,1997,anthropology
J PEASANT STUD,0.002,1997,anthropology
HUM NATURE-INT BIOS,0.001,1997,anthropology
J POLYNESIAN SOC,0.002,1997,anthropology
ETHOS,0.002,1997,anthropology
HUM ECOL,0.002,1997,anthropology
OCEANIA,0.001,1997,anthropology
MED ANTHROPOL Q,0.002,1997,anthropology
CULT MED PSYCHIAT,0.001,1997,anthropology
RACE CLASS,0.001,1997,anthropology
CRIT ANTHROPOL,0.001,1997,anthropology
ANTHROPOL EDUC QUART,0.001,1997,anthropology
ETHNOHISTORY,0.001,1997,anthropology
HUM ORGAN,0.002,1997,anthropology
J ANTHROPOL RES,0.001,1997,anthropology
ANTHROZOOS,0.001,1997,anthropology
AM J HUM BIOL,0.003,1997,anthropology
J ANTHROPOL ARCHAEOL,0.001,1997,anthropology
ANTHROPOL QUART,0.001,1997,anthropology
AM ANTIQUITY,0.001,1997,anthropology
ETHNOLOGY,0.001,1997,anthropology
ARCTIC ANTHROPOL,0.001,1997,anthropology
J FAM HIST,0.001,1997,anthropology
J ROY ANTHROPOL INST,0.001,1997,anthropology
CULT STUD,0.001,1997,anthropology
CAN REV SOC ANTHROP,0.001,1997,anthropology
ANTHROPOL SCI,0.001,1997,anthropology
HOMME,0.001,1997,anthropology
ANTHROPOS,0.001,1997,anthropology
BIJDR TAAL-LAND-V,0.001,1997,anthropology
ANTHROPOLOGIE,0.001,1997,anthropology
HOMO,0.001,1997,anthropology
COLLEGIUM ANTROPOL,0.001,1997,anthropology
PLAINS ANTHROPOL,0.001,1997,anthropology
ANTHR ARCHEOL EURAS,0.001,1997,anthropology
MAN INDIA,0.001,1997,anthropology
MANKIND QUART,0.001,1997,anthropology
CHINESE SOC ANTHROP,0.001,1997,anthropology
YEARB PHYS ANTHROPOL,0.001,1998,anthropology
ANNU REV ANTHROPOL,0.005,1998,anthropology
CURR ANTHROPOL,0.007,1998,anthropology
AM ETHNOL,0.006,1998,anthropology
AM ANTHROPOL,0.005,1998,anthropology
CULT ANTHROPOL,0.003,1998,anthropology
J ANTHROPOL ARCHAEOL,0.002,1998,anthropology
AM J PHYS ANTHROPOL,0.012,1998,anthropology
HUM NATURE-INT BIOS,0.002,1998,anthropology
J HUM EVOL,0.006,1998,anthropology
ETHOS,0.002,1998,anthropology
PUBLIC CULTURE,0.003,1998,anthropology
CULT MED PSYCHIAT,0.002,1998,anthropology
RACE CLASS,0.002,1998,anthropology
CULT STUD,0.002,1998,anthropology
AM ANTIQUITY,0.003,1998,anthropology
J PEASANT STUD,0.002,1998,anthropology
SOC NETWORKS,0.001,1998,anthropology
AFRICA,0.001,1998,anthropology
MED ANTHROPOL Q,0.002,1998,anthropology
J FAM HIST,0.001,1998,anthropology
BIJDR TAAL-LAND-V,0.001,1998,anthropology
J ROY ANTHROPOL INST,0.001,1998,anthropology
CRIT ANTHROPOL,0.001,1998,anthropology
J MAT CULT,0.001,1998,anthropology
ETHNOLOGY,0.001,1998,anthropology
HUM ECOL,0.001,1998,anthropology
HUM ORGAN,0.002,1998,anthropology
ANTHROPOL EDUC QUART,0.001,1998,anthropology
J ANTHROPOL RES,0.001,1998,anthropology
AM J HUM BIOL,0.002,1998,anthropology
ANTHROZOOS,0.001,1998,anthropology
ANTHROPOL QUART,0.001,1998,anthropology
HOMME,0.001,1998,anthropology
ARCTIC ANTHROPOL,0.001,1998,anthropology
ANTHROPOL SCI,0.001,1998,anthropology
J POLYNESIAN SOC,0.001,1998,anthropology
ETHNOHISTORY,0.001,1998,anthropology
CAN REV SOC ANTHROP,0.001,1998,anthropology
MANKIND QUART,0.001,1998,anthropology
OCEANIA,0.001,1998,anthropology
ANTHROPOS,0.001,1998,anthropology
HOMO,0.001,1998,anthropology
ANTHROPOLOGIE,0.001,1998,anthropology
PLAINS ANTHROPOL,0.001,1998,anthropology
COLLEGIUM ANTROPOL,0.001,1998,anthropology
MAN INDIA,0.001,1998,anthropology
CHINESE SOC ANTHROP,0.001,1998,anthropology
ANTHR ARCHEOL EURAS,0.001,1998,anthropology
